Aligner,Frag,Allele,Graph,Path,Coverage,Error,MeanDiff,MeanDiffNo0,NumReads,NumReadsNo0,PropReadsDiff,NumReadsNoMapRef,NumReadsNoMapGraph
vg,fixedfrag,E,allele-msa-dag,nopath,100,0,-1.86523517152691e-05,-0.00537357534824821,2047463,7107,0.0034711249971306,0,19737
vg,fixedfrag,E,allele-msa-dag,path,100,0,0.000159964162145008,0.0440058557359595,2067088,7514,0.00363506536731866,0,0
vg,fixedfrag,E,stacked,nopath,100,0,0.000130553405572755,0.0552806226956166,2067200,4882,0.00236164860681115,0,0
vg,fixedfrag,E,stacked,path,100,0,0.000158198393101793,0.0433988055739881,2067088,7535,0.0036452245864714,0,0
vg,fixedfrag,E,znf-loop,nopath,100,0,0.000131874988368437,0.0552462043496102,2041858,4874,0.00238704160622335,0,25342
vg,fixedfrag,E,znf-loop,path,100,0,0.000164719644253172,0.0455139687207593,2067088,7481,0.00361910088007864,0,0
vg,fixedfrag,E,znf-msa,nopath,100,0,0.00013024153359014,0.0551358075886378,2041745,4823,0.00236219508312742,0,25455
vg,fixedfrag,E,znf-msa,path,100,0,0.000159593640251251,0.0440649211862143,2066937,7486,0.0036217843117618,0,151
vg,frag,E,allele-msa-dag,nopath,100,0,-1.86523517152691e-05,-0.00537357534824821,2047463,7107,0.0034711249971306,0,19737
vg,frag,E,allele-msa-dag,path,100,0,0.00018638753090276,0.055852561311856,2064945,6891,0.00333713488736988,0,2250
vg,frag,E,stacked,nopath,100,0,0.000130553405572755,0.0552806226956166,2067200,4882,0.00236164860681115,0,0
vg,frag,E,stacked,path,100,0,0.000186510642254438,0.0559308742375835,2064976,6886,0.00333466345371568,0,2219
vg,frag,E,znf-loop,nopath,100,0,0.000131874988368437,0.0552462043496102,2041858,4874,0.00238704160622335,0,25342
vg,frag,E,znf-loop,path,100,0,0.00018791547193641,0.05614816958472,2064971,6911,0.00334677823562655,0,2224
vg,frag,E,znf-msa,nopath,100,0,0.00013024153359014,0.0551358075886378,2041745,4823,0.00236219508312742,0,25455
vg,frag,E,znf-msa,path,100,0,0.000188657587350759,0.0570140515222482,2064693,6832,0.00330896651463438,0,2502
vg,none,E,allele-msa-dag,nopath,100,0,-1.1492271166805e-05,-0.00349732461355529,2047463,6728,0.00328601786698954,0,19737
vg,none,E,allele-msa-dag,path,100,0,0.000186189955301046,0.056256035113387,2065149,6835,0.00330968855031768,0,2049
vg,none,E,stacked,nopath,100,0,0.000130553405572755,0.0552806226956166,2067200,4882,0.00236164860681115,0,0
vg,none,E,stacked,path,100,0,0.000185093362593176,0.0558355243938066,2065174,6846,0.00331497491252553,0,2024
